Name	Base_URL	Customer_ID	Requestor_ID	API_Key	Platform	Version	Delay	Retry	Support_Contact	Credentials_Expire	Customizations	Host_Types	Website	Notifications_URL	Usage_Data_Host	Usage_Data_Host_Contact	Usage_Data_Host_Website	Usage_Data_Host_URL
Chinese Medical Association	https://medcentral.net/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=club.ph@cma.org.cn	Credentials do not auto expire	No customizations	A&I_Database; eJournal	https://medcentral.net/	https://registry.countermetrics.org/api/v1/sushi-service/e72c23cc-2f81-4f6c-8d81-8f46e9532996/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Chronicle of Higher Education	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Person=K Thomsen, Email=sitelicense@chronicle.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.chronicle.com/	https://registry.countermetrics.org/api/v1/sushi-service/3e4e35e1-6182-4db0-a3e3-c155ad6d8f1c/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
ClinMicroNow	https://journals.asm.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown		Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.clinmicronow.org/	https://registry.countermetrics.org/api/v1/sushi-service/9eec7682-e968-43b1-8946-f9c43d320320/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Columbia International Affairs Online	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Email=hp2356@columbia.edu	Credentials do not auto expire	No customizations	Full_Content_Database; eJournal; eBook	https://www.ciaonet.org/	https://registry.countermetrics.org/api/v1/sushi-service/2f6b384e-9f47-4ab6-ad7a-883bcf0958ba/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
Cyberlibris	https://counter5.cyberlibris.com/r51	Customer_ID can be found on the Cyberlibris client portal.	Required: Requestor_ID can be found on the Cyberlibris client portal.	Required: API key can be found on the Cyberlibris client portal.		5.1	No volume limits	Queuing reports unknown	Email=info@cyberlibris.com	Credentials do not auto expire	No customizations	eBook	https://www.cyberlibris.com/	https://registry.countermetrics.org/api/v1/sushi-service/31b94c77-130d-43a0-af48-31dffc94447f/notification/	Cyberlibris		https://www.cyberlibris.com/	https://registry.countermetrics.org/api/v1/usage-data-host/a616e76e-0f64-42a1-bedc-518d0f7c246b/
De Gruyter Brill Platform	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or service@degruyter.com	Required: Available from the LibLynx portal or service@degruyter.com	Required: Available from the LibLynx portal or service@degruyter.com		5.1	No volume limits	Queuing reports unknown	Person=Ulrike Engel, Email=ulrike.engel@degruyterbrill.com, Phone=+493026005310	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.degruyterbrill.com	https://registry.countermetrics.org/api/v1/sushi-service/74c0e4b8-c3ee-4cd4-b8d9-e7f11b6386ea/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
Djøf	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown	Email=djoef@djoef.dk	Credentials do not auto expire	No customizations	eBook; eJournal	https://www.djoef.dk/	https://registry.countermetrics.org/api/v1/sushi-service/2861a19a-351c-4e1d-af22-4e9f8cf92ff5/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
Docuseek	https://docuseek2.com/counter/r51	Required, Customer ID available from the customer’s My Docuseek page	Not required	Required: Available from the customer’s My Docuseek page		5.1	No volume limits	Queuing reports unknown	Email=support@docuseek2.com	Credentials do not auto expire	No customizations	Full_Content_Database	https://docuseek2.com/	https://registry.countermetrics.org/api/v1/sushi-service/8d2f8b71-525a-442e-a687-f0948b687dac/notification/	Docuseek	Email=support@docuseek2.com	https://docuseek2.com/	https://registry.countermetrics.org/api/v1/usage-data-host/6451358c-03eb-4648-a77c-345be42f2dff/
Duke University Press	https://sitemaster.read.dukeupress.edu/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Form_url=https://read.dukeupress.edu/contact-us	Credentials do not auto expire	No customizations	eBook; eJournal	https://read.dukeupress.edu/	https://registry.countermetrics.org/api/v1/sushi-service/07ab4578-cfc7-4852-b1bb-ce494cf91a2c/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
Earth and Space Science Open Archive	https://www.essoar.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=support@essoar.org	Credentials do not auto expire	No customizations	Data_Repository	https://www.essoar.org/	https://registry.countermetrics.org/api/v1/sushi-service/58e63165-ad59-47c5-b2f0-238608c6a1cd/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
EBSCO Information Services	https://sushi.ebscohost.com/r51	This is your EBSCOhost Customer ID	Required: Customers generate their Requestor ID in EBSCOAdmin on the SUSHI Authentication tab within the COUNTER R5 Reports section.	Not required		5.1	No volume limits	Queuing reports unknown	Person=Chad Movalli, Email=chadmovalli@ebsco.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.ebsco.com/	https://registry.countermetrics.org/api/v1/sushi-service/9a501111-e4c5-42bc-a39c-cf0aa72aa126/notification/	EBSCO Information Services	Person=Chad Movalli, Email=chadmovalli@ebsco.com	https://www.ebsco.com/	https://registry.countermetrics.org/api/v1/usage-data-host/72a35413-6fcd-44f2-8bce-0c7b2373e33f/
Edinburgh University Press	https://www.euppublishing.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=journals@eup.ed.ac.uk	Credentials do not auto expire	No customizations	eJournal	https://www.euppublishing.com	https://registry.countermetrics.org/api/v1/sushi-service/7b737a1a-e8af-42c3-b75a-c925237f6bd8/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
EDP Sciences	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown		Credentials do not auto expire	No customizations	eJournal	https://www.edpsciences.org/en/	https://registry.countermetrics.org/api/v1/sushi-service/bd33bc2b-88ca-449b-b64e-6a95ecc6e8af/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
Elgar Online	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown		Credentials do not auto expire	No customizations	eBook; eJournal	https://www.elgaronline.com/	https://registry.countermetrics.org/api/v1/sushi-service/e07dd808-6852-4e41-aafa-ca1ee506ec45/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
EMBO Press	https://www.wiley.com/en-us/network/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown		Credentials do not auto expire	No customizations		https://www.embopress.org/	https://registry.countermetrics.org/api/v1/sushi-service/f0348618-9a02-4b14-bf1a-c862bb258d93/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Emerald	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Email=support@emerald.com	Credentials do not auto expire	No customizations	eBook; eJournal; Aggregated_Full_Content	https://www.emerald.com/insight/	https://registry.countermetrics.org/api/v1/sushi-service/4c531cf5-ee62-4ee6-8b5b-f1471bfea855/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
EMS Press	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Email=info@ems.press	Credentials do not auto expire	No customizations	eBook; eJournal	https://ems.press/	https://registry.countermetrics.org/api/v1/sushi-service/5b6973dc-32da-4121-a10c-38e589033d06/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
Engineering Village	https://api.elsevier.com/sushi/r51	Your customer ID is your Elsevier customer account number	Required: The documentation link to request a requestor ID is https://dev.elsevier.com/sushicop5.html for all platforms	Required: For COP5.1 and COP5.0 when requesting access to COP5.1: The documentation link to request an API key for all platforms is https://dev.elsevier.com/sushicop5.html		5.1	No volume limits	Queuing reports unknown	Email=integrationsupport@elsevier.com	Credentials do not auto expire	No customizations	A&I_Database	https://www.engineeringvillage.com/	https://registry.countermetrics.org/api/v1/sushi-service/f856f18a-bc49-490d-9e0d-9554fdc06301/notification/	Engineering Village	Email=integrationsupport@elsevier.com	https://www.engineeringvillage.com/	https://registry.countermetrics.org/api/v1/usage-data-host/b24b0fe7-f569-40f8-818a-2fd76fac098b/
Environmental Health Perspectives	https://ehp.niehs.nih.gov/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Form_url=https://ehp.niehs.nih.gov/about-ehp/contact	Credentials do not auto expire	No customizations	eJournal	https://ehp.niehs.nih.gov/	https://registry.countermetrics.org/api/v1/sushi-service/3c78bbc7-e1c6-4c81-a260-c51cc537b51f/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
European Association of Geoscientists and Engineers	https://www.earthdoc.org/counter5/sushi/r51	Available from the librarian administration page.	Required: Available from the librarian administration page.	Not required		5.1	No volume limits	Queuing reports unknown	Email=eage@eage.org	Credentials do not auto expire	No customizations	eJournal; eBook	https://www.earthdoc.org/	https://registry.countermetrics.org/api/v1/sushi-service/f33ee591-4f7c-4df4-b186-c0163922310c/notification/	Ingenta	Person=Priya Parvatikar, Email=priya.parvatikar@ingenta.com	https://www.ingenta.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3f6680c0-d66b-49a8-b18f-0e238f3c4a73/
FirstSearch	https://connect.liblynx.com/sushi/r51	Available from the LibLynx portal or from the publisher	Required: Available from the LibLynx portal or from the publisher	Not required		5.1	No volume limits	Queuing reports unknown	Email=support@oclc.org, Form_url=https://help.oclc.org/Librarian_Toolbox/Contact_OCLC_Support/Contact_OCLC_Support_in_your_region	Credentials do not auto expire	No customizations	A&I_Database	https://firstsearch.oclc.org/	https://registry.countermetrics.org/api/v1/sushi-service/52e766f5-9969-4772-8fa9-3faa8114b437/notification/	LibLynx	Email=info@liblynx.com, Form_url=https://www.liblynx.com/contact-us/	https://www.liblynx.com/	https://registry.countermetrics.org/api/v1/usage-data-host/dcd08025-f8fb-48d8-a322-9a8a4043b518/
Future Medicine	https://www.futuremedicine.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=subscriptions@futuremedicine.com	Credentials do not auto expire	No customizations	eJournal	https://www.futuremedicine.com/	https://registry.countermetrics.org/api/v1/sushi-service/6f0fec2d-bd0d-4061-8146-ac5666938df7/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Future Science	https://www.future-science.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=subscriptions@future-science.com	Credentials do not auto expire	No customizations	eJournal	https://www.future-science.com/	https://registry.countermetrics.org/api/v1/sushi-service/4373e087-5371-4e11-8129-0fc401898e0c/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Gale Cengage	https://api.siqcloud.online/counterapi/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Required: Please access your API Key from the publisher reporting service		5.1	No volume limits	Queuing reports unknown	Email=gale.technicalsupport@cengage.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content; eBook; eJournal; Full_Content_Database	https://www.gale.com/intl	https://registry.countermetrics.org/api/v1/sushi-service/1cd9bccc-bdb6-4021-90dc-719f9d90704d/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
GeoScience World	https://sitemaster.geoscienceworld.org/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=gswinfo@geoscienceworld.org	Credentials do not auto expire	No customizations	eBook; eJournal	https://pubs.geoscienceworld.org/	https://registry.countermetrics.org/api/v1/sushi-service/1c1f3ca4-1221-489a-b7dd-45be3a391984/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
Guilford Press Periodicals	https://guilfordjournals.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=subsonline@guilford.com	Credentials do not auto expire	No customizations	eJournal	https://guilfordjournals.com/	https://registry.countermetrics.org/api/v1/sushi-service/8702c2b1-1535-486a-82f1-65326eff7a90/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Healio	https://journals.healio.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=customerservice@slackinc.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://journals.healio.com/	https://registry.countermetrics.org/api/v1/sushi-service/49b2edaa-c853-463c-b3a2-2e80b99147c6/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Health Affairs	https://www.healthaffairs.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=customerservice@healthaffairs.org	Credentials do not auto expire	No customizations	Multimedia; eJournal	https://www.healthaffairs.org/	https://registry.countermetrics.org/api/v1/sushi-service/055a9d19-6fa1-4d87-961c-f2c340f605cc/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Hogrefe	https://econtent.hogrefe.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=customerservice@hogrefe.com	Credentials do not auto expire	No customizations	eJournal	https://econtent.hogrefe.com/	https://registry.countermetrics.org/api/v1/sushi-service/c6f6bb63-bc35-4e3c-a6e4-e9e8cf05af7a/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Human Kinetics	https://sushi5.scholarlyiq.com/counter/r51	Please access your Customer ID from the publisher reporting service	Required: Please access your Requestor ID from the publisher reporting service	Not required		5.1	Volume limits apply: Requests are limited to 1 per second. Compressed responses are supported through Accept-Encoding header.	Queuing reports unknown		Credentials do not auto expire	No customizations	eJournal	https://journals.humankinetics.com/	https://registry.countermetrics.org/api/v1/sushi-service/b914f299-a713-4a2f-b37a-9e3acfd7cf37/notification/	Scholarly iQ	Person=Stuart Maxwell, Email=stuart.maxwell@scholarlyiq.com, Phone=+447580723230, Form_url=https://www.scholarlyiq.com/contact/	https://www.scholarlyiq.com/	https://registry.countermetrics.org/api/v1/usage-data-host/436ccfaa-f0dd-4b50-a31f-63005c2feae7/
ICE Virtual Library	https://www.icevirtuallibrary.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Person=Maria Galea, Email=info@icepublishing.com, Phone=+442076652460, Form_url=https://www.icevirtuallibrary.com/feedback/show	Credentials do not auto expire	No customizations	eBook; eJournal	https://www.icevirtuallibrary.com/	https://registry.countermetrics.org/api/v1/sushi-service/9c372670-ad1d-4770-b3c7-6a5e76f80a37/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
IET Digital Library	https://digital-library.theiet.org/counter5/sushi/r51	Available from the librarian administration page.	Required: Available from the librarian administration page.	Not required		5.1	No volume limits	Queuing reports unknown	Email=ietdl@theiet.org	Credentials do not auto expire	No customizations	eBook; eJournal	https://digital-library.theiet.org/	https://registry.countermetrics.org/api/v1/sushi-service/8766849e-f5aa-4f2e-b689-64e7717195ae/notification/	Ingenta	Person=Priya Parvatikar, Email=priya.parvatikar@ingenta.com	https://www.ingenta.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3f6680c0-d66b-49a8-b18f-0e238f3c4a73/
IMAIOS	https://www.imaios.com/api/counter/r51	Customer ID is available on the stats page. In your account admin area, click on “Counter API” in the menu.	Required: Requestor ID is available on the stats page. In your account admin area, click on “Counter API” in the menu.	Not required		5.1	No volume limits	Queuing reports unknown	Email=contact@imaios.com	Credentials do not auto expire	No customizations	Full_Content_Database	https://imaios.com	https://registry.countermetrics.org/api/v1/sushi-service/4ec511f8-9ce0-44bf-8fbf-fb8963175424/notification/	IMAIOS		https://www.imaios.com/	https://registry.countermetrics.org/api/v1/usage-data-host/fd88208c-d7ac-4b50-bbc9-234ffa45fd1f/
Inderscience Publishers	https://www.inderscienceonline.com/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=support@inderscience.com	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://www.inderscienceonline.com/	https://registry.countermetrics.org/api/v1/sushi-service/50b79f04-dbf3-4d47-8fa7-ad021f4ce1c7/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Informit	https://search.informit.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=support.informit@rmit.edu.au	Credentials do not auto expire	No customizations	Multimedia; eJournal; eBook	https://search.informit.org/	https://registry.countermetrics.org/api/v1/sushi-service/6e8ae77d-181b-47dc-a9c6-5f52cae1e8df/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
INFORMS	https://pubsonline.informs.org/r51	Customer ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Required: Requestor ID is available on the 'Usage reporting' page in the Institution admin area. New consumers, please use contact/support details to inquire further.	Not required		5.1	No volume limits	Queuing reports unknown	Email=informs@informs.org	Credentials do not auto expire	No customizations	Aggregated_Full_Content	https://pubsonline.informs.org/	https://registry.countermetrics.org/api/v1/sushi-service/afe14eba-ee57-40c9-aa2b-6913250eac83/notification/	Atypon Systems	Email=librarians@atypon.com	https://www.atypon.com/	https://registry.countermetrics.org/api/v1/usage-data-host/761269a2-27ed-44ce-8a8f-cca4f198c23f/
Ingenta Connect	https://www.ingentaconnect.com/sushiadmin/statistics/sushi/r51	Available from the librarian administration page.	Required: Available from the librarian administration page.	Not required		5.1	No volume limits	Queuing reports unknown	Email=connecthelp@ingenta.com, Form_url=https://jira.ingenta.com/jira/servicedesk/customer/portal/10	Credentials do not auto expire	No customizations	eJournal; eBook	https://www.ingentaconnect.com/	https://registry.countermetrics.org/api/v1/sushi-service/4c51cc14-3de9-4d96-939a-6d35a00606c6/notification/	Ingenta	Person=Priya Parvatikar, Email=priya.parvatikar@ingenta.com	https://www.ingenta.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3f6680c0-d66b-49a8-b18f-0e238f3c4a73/
International Food Information Service Collections	https://sitemaster-ifis.silverchair.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Email=ifis@ifis.org, Form_url=https://www.ifis.org/contact-us	Credentials do not auto expire	No customizations	eJournal	https://ifiscollections.org	https://registry.countermetrics.org/api/v1/sushi-service/e0edf30e-e9a3-4ab5-af26-b2e0198825ac/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
International Water Association Publishing	https://sitemaster.iwaponline.com/sushi/r51	Customer ID is the identifier for the institution for which usage is reported	Required: Requestor ID is the identifier for the authorized user running the report	Required: Unique to the requestor and available with the other identifiers		5.1	No volume limits	Queuing reports unknown	Form_url=https://www.iwapublishing.com/about-us/contact-us	Credentials do not auto expire	No customizations	eBook; eJournal	https://iwaponline.com/	https://registry.countermetrics.org/api/v1/sushi-service/d7dafbbc-946f-4de9-a0cc-a60faad69dd9/notification/	Silverchair Information Systems/Silverchair	Person=Silverchair COUNTER, Email=counter@silverchair.com		https://registry.countermetrics.org/api/v1/usage-data-host/951dcf72-b245-493d-9319-93d85d890494/
IOPscience	https://c5sushi.mpsinsight.com/c5sushi/services/r51/reports/	account_code	Required: account_name	Required: Information at https://c5sushiapi.mpsinsight.com/assets/sushi_api_key_help.pdf		5.1	No volume limits	Queuing reports unknown	Person=Terry Hulbert, Email=discovery@ioppublishing.org	Credentials do not auto expire	No customizations	eJournal; eBook	https://iopscience.iop.org/	https://registry.countermetrics.org/api/v1/sushi-service/de185b24-8b08-4a16-837d-64607b6e7882/notification/	MPS Technologies	Person=Robin Bhandari - Manager COUNTER analytics, MPS and Highwire, Email=robin.bhandari@highwirepress.com, Form_url=https://c5live.mpsinsight.com/	https://www.mpslimited.com/	https://registry.countermetrics.org/api/v1/usage-data-host/ccfeaf07-e53b-40d9-9e19-6807f07d7d20/
John Benjamins e-Platform	https://www.jbe-platform.com/counter5/sushi/r51	Available from the librarian administration page.	Required: Available from the librarian administration page.	Not required		5.1	No volume limits	Queuing reports unknown		Credentials do not auto expire	No customizations	eJournal; eBook	https://www.jbe-platform.com/	https://registry.countermetrics.org/api/v1/sushi-service/e10487c0-fff4-41f5-a1a8-96b05d91bfe3/notification/	Ingenta	Person=Priya Parvatikar, Email=priya.parvatikar@ingenta.com	https://www.ingenta.com/	https://registry.countermetrics.org/api/v1/usage-data-host/3f6680c0-d66b-49a8-b18f-0e238f3c4a73/
